Constituency Name,Percentage.Con,Percentage.Lab,Percentage.LD,Percentage.Other
Bermondsey & Old Southwark,17.10599986562451,29.24906497054937,48.3527804528454,5.292154710980717
Berwick-upon-Tweed,36.72311974817243,13.166315460860064,43.721220635292276,6.389344155675225
"Berwickshire, Roxburgh & Selkirk",33.7760639817195,10.207287713714448,45.354388542049215,10.662259762516832
Bethnal Green & Bow,13.939047468853493,42.942753508910265,20.126951584923514,22.991247437312726
Beverley & Holderness,47.11178781556044,21.09814094249892,22.699674805917404,9.090396436023234
Bexhill & Battle,51.56355908916043,11.951563559089161,27.968197556194696,8.516679795555717
Bexleyheath & Crayford,50.47010328377565,26.515677828724932,12.741420036126163,10.272798851373258
Birkenhead,18.931008125017694,62.51450896016759,18.55448291481471,0.0
Birmingham Edgbaston,37.574270525125684,40.638906930312,15.364075918308437,6.422746626253879
Birmingham Erdington,32.611264277274515,41.83030439430597,16.153716311258652,9.404715017160862
Birmingham Hall Green,15.02247214070228,32.916042440536046,24.602376505838652,27.459108912923018
Birmingham Hodge Hill,11.62177434545112,51.980128084385,27.724147673761536,8.673949896402336
Birmingham Ladywood,11.9359249853487,55.67493651103731,27.474674183015658,4.914464320598331
Birmingham Northfield,33.622710097096665,40.27598412015115,15.664609939254795,10.436695843497393
Birmingham Perry Barr,21.310500654061126,50.28421928885718,21.962183374955405,6.443096682126294
Birmingham Selly Oak,31.07188110731697,38.54992161158001,22.273049416919015,8.105147864184008
Birmingham Yardley,19.18237454100367,32.21542227662179,39.56425948592411,9.037943696450428
Bishop Auckland,26.26653053286659,38.95128354725787,22.338098016336055,12.44408790353948
Blackburn,26.143431723774146,47.80544627354447,15.204729774280754,10.846392228400624
Blackley & Broughton,18.301952987954625,54.271430242076946,14.211788094959655,13.214828675008771
Blackpool North & Cleveleys,41.79251558227193,36.49577492547609,13.303441649626766,8.408267842625213
Blackpool South,35.795067060695615,41.05762673334849,14.44078199590816,8.706524210047737
Blaenau Gwent,6.991819725266245,52.39697484179657,10.140453773730513,30.47075165920667
Blaydon,15.939705653151648,49.64486896889542,29.345623761494444,5.069801616458487
Blyth Valley,16.62604366540476,44.48477933931442,27.1949385469066,11.694238448374215
Bognor Regis & Littlehampton,51.41082557841714,14.044224366088962,23.52941176470588,11.015538290788013
Bolsover,24.579430753841958,50.0,15.506501773210877,9.914067472947167
Bolton North East,36.47665041476997,45.91353374771819,12.995355500612336,4.614460336899508
Bolton South East,25.623674376325624,47.42450257549742,15.87970912029088,11.072113927886072
Bolton West,38.32814864637633,38.52152345720531,17.187237262485286,5.963090633933075
Bootle,8.910531288611091,66.44378225161712,15.129490999830415,9.516195459941372
Boston & Skegness,49.449275362318836,20.63536231884058,14.773333333333333,15.142028985507247
Bosworth,42.6207760622029,15.981869771898147,33.34930169141762,8.048052474481334
Bournemouth East,48.42813011084863,13.256405596947118,30.87406868980556,7.441395602398691
Bournemouth West,45.147507141314,14.813125615113181,31.745841234787203,8.293526008785616
Bracknell,52.41483811569741,16.792619303360443,22.29361669479822,8.498925886143931
Bradford East,26.8433151247003,32.80520058333539,33.70739303457992,6.6440912573843836
Bradford South,29.10909330175023,41.273851822608236,18.286616660086853,11.330438215554677
Bradford West,31.146490536277604,45.34946766561514,11.662066246056781,11.841975552050474
Braintree,52.64109911997236,19.87683677824523,18.79356949779485,8.688494603987563
Brecon & Radnorshire,36.50920324366071,10.544471617968851,46.15523233363367,6.791092804736774
Brent Central,11.179754208679919,41.217483396950776,44.1850715972023,3.4176907971670016
Brent North,31.523194003594785,46.87368541818043,16.97770469234005,4.625415885884737
Brentford & Isleworth,37.239840044638704,33.59806565609597,23.65479401097368,5.507300288291639
Brentwood & Ongar,56.91216002530044,9.867172675521822,23.46616065781151,9.754506641366225
Bridgend,30.427412835423894,36.32878712806738,22.578037395363392,10.665762641145331
Bridgwater & Somerset West,45.28104527186978,17.12513533848384,28.30822307452333,9.285596315123042
Brigg & Goole,44.85572320736655,33.124401695765144,14.619136618498427,7.400738478369877
Brighton Kemptown,37.97447605666784,34.864769933263084,18.009600749326776,9.151153260742301
Brighton Pavilion,23.681367442219393,28.911525253694485,13.811397924142454,33.59570937994366
Bristol East,28.32041228869094,36.58839993780128,24.419663682608792,10.671524090898995
Bristol North West,37.974809281627465,25.943658614113158,31.470518118245387,4.611013986013987
Bristol South,22.91584844037456,38.448022820761935,28.662380883477685,9.973747855385824
Bristol West,18.373172891032937,27.511879596003396,48.04777133358628,6.067176179377383
Broadland,46.20320449540588,13.833624420988686,32.36008808565571,7.603082997949731
Bromley & Chislehurst,53.520902877126055,16.565615278061628,21.956536548811226,7.9569452960010905
Bromsgrove,43.69165214022855,21.78965717606043,19.608754600038736,14.909936083672285
Broxbourne,58.79363966884226,17.60918130448114,13.375531122694817,10.221647903981777
Broxtowe,39.04071917613367,38.30295673943141,16.892673582794394,5.763650501640526
Buckingham,,,,100.0
Burnley,16.608913848727447,31.339467080893773,35.68407217110766,16.367546899271122
Burton,44.53364911787728,31.880858238163096,15.838066756317362,7.747425887642254
Bury North,40.190387224483445,35.20161918106804,17.003625364204535,7.604368230243989
Bury South,33.59645306316945,40.416847949945094,18.223631052271738,7.763067934613711
Bury St Edmunds,47.51353928948534,16.6490684287612,26.429714908545932,9.407677373207534
Caerphilly,17.11464902305386,44.911092732347775,14.700713325752094,23.273544918846273
"Caithness, Sutherland & Easter Ross",13.014460511679642,24.614154616240267,41.38973859844272,20.981646273637374
Calder Valley,39.39165701042874,26.971803785245267,25.177674777906528,8.458864426419467
Camberwell & Peckham,13.030712188430957,59.19329604149253,22.357958807518376,5.418032962558135
Camborne & Redruth,37.58030734473913,16.343868401854422,37.42498764502389,8.650836608382557
Cambridge,25.59146219828446,24.28485936564931,39.140235387991225,10.983443048075005
Cambridgeshire North East,51.59419176398279,17.812692071296865,20.046481253841424,10.546634910878918
Cambridgeshire North West,50.48641971072182,16.946622514283753,21.87258720381586,10.69437057117856
Cambridgeshire South,47.404158764562446,10.20048767271742,34.132010295312924,8.263343267407206
Cambridgeshire South East,47.96534842540189,7.603902642269365,37.6427901808965,6.787958751432242
Cannock Chase,40.104040913979674,33.09115652231173,16.971399723435546,9.833402840273052
Canterbury,44.8088764250442,16.135259810197322,32.518441748460646,6.537422016297832
Cardiff Central,21.573400459185084,28.768222179192833,41.426239938037675,8.23213742358441
Cardiff North,37.497375603611175,37.09006928406466,18.316187276926307,7.096367835397858
Cardiff South & Penarth,28.29227613874552,38.90554215781289,22.256530460456624,10.545651242984967
Cardiff West,29.64744372283803,41.2471312075785,17.544801992284782,11.560623077298695
Carlisle,39.31042654028436,37.28909952606635,15.561611374407583,7.838862559241706
Carmarthen East & Dinefwr,22.377732761569018,26.479177080318856,12.125437373391913,39.01765278472021
Carmarthen West & Pembrokeshire South,41.101538005776774,32.65114671538253,12.071987557706075,14.175327721134618
Carshalton & Wallington,36.848294786358295,8.743847728559606,48.303497539091424,6.104359945990679
Castle Point,43.9879180917692,14.67818593701417,9.39901390307822,31.93488206813841
Ceredigion,11.555753045114747,5.776569606356841,50.02613832401066,32.64153902451775
Charnwood,49.60591685032311,19.6780097867095,21.53636397594412,9.179709387023271
Chatham & Aylesford,46.17983427306138,32.325883991142966,13.312940854201383,8.181340881594265
Cheadle,40.8382845825716,9.369287020109688,47.06924131627056,2.7231870810481413
Chelmsford,46.17258622900372,10.953785283827596,36.81241184767278,6.061216639495906
Chelsea & Fulham,60.45012043356082,18.494078683259733,16.24096748293858,4.814833400240867
Cheltenham,41.18326829083469,5.120675936801425,50.50392149433562,3.192134278028265
Chesham & Amersham,60.36534207917016,5.609793303333079,28.502783921897645,5.522080695599115
"Chester, City of",40.59628125667878,35.07587091258816,19.08527463133148,5.242573199401582
Chesterfield,15.737690612796964,39.03008355330614,37.83241344706473,7.399812386832173
Chichester,55.34189163012662,10.454857625865074,27.383027805659747,6.820222938348566
Chingford & Woodford Green,52.760636570315036,22.688256855194172,16.80044541363151,7.750661160859278
Chippenham,41.04228309630619,6.910375107378067,45.757373293881834,6.2899685024339025
Chipping Barnet,48.806512804299715,25.239092633575723,20.158868163136262,5.795526398988303
Chorley,38.015831558645075,43.22537871177723,13.9771768393137,4.781612890263993
Christchurch,56.43516270033997,9.81261129998381,25.250930872591876,8.501295127084346
Cities of London & Westminster,52.16214020741382,22.171075789986734,20.50851588096721,5.158268121632234
Clacton,53.02738677735779,25.04232080328363,12.932773693852468,8.997518725506112
Cleethorpes,42.11848952541921,32.56015656273629,18.21820931370369,7.103144598140817
Clwyd South,30.209624866641676,38.38124621550705,17.199619388137595,14.209509529713676
Clwyd West,41.544435989609305,24.70152974206922,15.22132717588098,18.532707092440504
"Coatbridge, Chryston & Bellshill",8.103758856731115,66.59781433889756,8.452023537888795,16.846403266482525
Colchester,32.87674201868268,12.310626584884805,48.009276317215374,6.803355079217148
Colne Valley,36.964699074074076,26.383463541666668,28.21723090277778,8.434606481481481
Congleton,45.78574241827491,17.22528554549035,31.876723119338322,5.112248916896416
Copeland,37.08135648678337,46.03968495103653,10.201696777058453,6.677261785121649
Corby,42.197064680286154,38.70307544804189,14.444280551663102,4.65557932000885
Cornwall North,41.69370677141149,4.207582614635812,48.05738194859534,6.041328665357356
Cornwall South East,45.125662575327006,7.068141967470827,38.63595138762924,9.170244069572929
"Cotswolds, The",53.025605485847684,10.73460752845054,29.5648526407937,6.674934344908083
Coventry North East,22.14922896065279,49.29119701265473,16.619413134176984,11.940160892515502
Coventry North West,29.312714776632305,42.81786941580756,17.920962199312715,9.948453608247423
Coventry South,33.42914380280463,41.80167232819441,18.02543332462329,6.743750544377668
Crawley,44.76254631188952,32.283597170764565,14.407207814078815,8.546648703267094
Crewe & Nantwich,45.84605747396445,34.01064912692819,14.987080103359174,5.156213295748179
Croydon Central,39.39637989006785,33.59977449815773,13.193871182072602,13.809974429701812
Croydon North,24.1233841628609,56.01633253347782,13.983280439662513,5.8770028639987615
Croydon South,50.92858918362274,20.040126415965343,22.843649018145662,6.187635382266254
"Cumbernauld, Kilsyth & Kirkintilloch East",8.279465370595384,57.22721749696233,9.53584447144593,24.957472660996356
Cynon Valley,10.074976569821931,52.48694604364707,13.790333377962243,23.64774400856875
Dagenham & Rainham,34.32582745523603,40.27174896002894,8.604630132031108,16.797793452703925
Darlington,31.47845953002611,39.376631853785895,23.419433047370383,5.725475568817606
Dartford,48.777955271565496,27.55591054313099,14.698482428115017,8.967651757188499
Daventry,56.499401243867574,15.776258353613784,19.438328118360566,8.28601228415807
Delyn,34.63930348258707,40.78250054077439,15.539152065758167,9.03904391088038
Denton & Reddish,24.870466321243523,50.99242726185731,17.874319117842433,6.26278729905673
Derby North,31.683673469387756,33.04347826086956,28.03460514640639,7.238243123336291
Derby South,28.476740798290763,43.34029328930756,20.46712634747985,7.715839564921822
Derbyshire Dales,52.11201368106029,19.36938862761864,22.471141513467295,6.047456177853784
Derbyshire Mid,48.32284229648093,24.470871530564825,20.51244138397195,6.693844788982299
Derbyshire North East,32.961262065739675,38.15962920440533,23.27465237912999,5.604456350725007
Derbyshire South,45.48880382395525,31.351276304567723,15.890834804339635,7.269085067137389
Devizes,55.069054812257235,10.166163141993957,27.004747518342686,7.760034527406129
Devon Central,51.48590202884562,6.895847641675792,34.353015425166596,7.265234904311993
Devon East,48.33496571988247,10.775634747231223,31.168537632788368,9.720861900097944
Devon North,36.01644550963543,5.204497184388456,47.358781005826074,11.420276300150036
Devon South West,55.97272362615323,12.420778178900923,24.135579622944245,7.4709185720016045
Devon West & Torridge,45.65937347304414,5.278969180375337,40.30801527408292,8.753642072497602
Dewsbury,34.99111242778847,32.1656050955414,16.94193452821804,15.901347948452083
Don Valley,29.656840165822203,37.93643482266237,17.093505297098112,15.31321971441732
Doncaster Central,24.769433465085637,39.69098095580309,21.068391424122648,14.47119415498862
Doncaster North,21.039944073475883,47.33746353928115,14.88320516838223,16.739387218860738
Dorset Mid & Poole North,44.52209968367958,5.8733008463708645,45.09703342737454,4.50756604257502
Dorset North,51.05188304612032,5.374854546462016,36.96828651114682,6.604975896270848
Dorset South,45.05466110117273,30.260385609222816,18.996223414828066,5.688729874776386
Dorset West,47.59056106876886,6.65364424368209,40.748556778345566,5.007237909203481
Dover,44.00912970129999,33.54172868909397,15.802322119678475,6.646819489927558
Dudley North,36.977358686078446,38.658618724418425,10.533132998290244,13.830889591212891
Dudley South,43.102318878553646,32.99882090921001,15.692388313900171,8.206471898336172
Dulwich & West Norwood,22.159538723192433,46.58605384328203,27.162235035466875,4.092172398058655
Dumfries & Galloway,31.62747014739425,45.90497000364173,8.832154562704847,13.635405286259175
"Dumfriesshire, Clydesdale & Tweeddale",38.03930968360499,28.90046195415323,19.785583543972805,13.27464481826898
Dunbartonshire East,15.498039542838074,34.13489613748227,38.68983064987069,11.67723366980896
Dunbartonshire West,7.670467988454077,61.29039890219089,8.124733828609285,22.914399280745755
Dundee East,15.226286728455927,33.34894498126602,10.56251232498521,40.862255965292846
Dundee West,9.322307816624468,48.46738134999731,11.401713085169424,30.808597748208804
Dunfermline & Fife West,6.752201360655402,46.25206856395693,35.076715631192926,11.91901444419474
"Durham, City of",13.288074029231167,44.313759404998706,37.682694802386926,4.715471763383205
Durham North,21.046207923450584,50.52359215954305,21.03400297800669,7.396196938999683
Durham North West,20.00684697021568,42.311993609494465,24.93894784891019,12.742211571379663
Dwyfor Meirionnydd,22.30332802878295,13.910606794437141,12.239673424202588,51.546391752577314
Ealing Central & Acton,38.016949152542374,30.14406779661017,27.629237288135595,4.209745762711865
Ealing North,30.877973069340158,50.38592222828139,13.177985653760643,5.558119048617812
Ealing Southall,29.78061558611657,51.51089905510338,14.928898867995136,3.779586490784919
Easington,13.719424872543964,58.94197170189609,16.03081858280346,11.307784842756487
East Ham,15.176781212157305,70.41669148154766,11.61137911182578,2.795148194469259
"East Kilbride, Strathaven & Lesmahagow",12.980410630864053,51.5074785066541,9.91638205158403,25.59572881089781
East Lothian,19.65175647362747,44.5861556925205,16.858892211305708,18.903195622546328
Eastbourne,40.71636865935078,4.790499577929552,47.306423144808534,7.186708617911135
Eastleigh,39.3327120223672,9.60484622553588,46.5349487418453,4.527493010251631
Eddisbury,51.68450257629805,21.56603690491919,22.497467741225172,4.251992777557581
Edinburgh East,10.93189514611815,43.43158158785903,19.443120531794808,26.193402734228023
Edinburgh North & Leith,14.948475377988006,37.460934200523695,33.82042402229918,13.77016639918912
Edinburgh South,21.579415995068608,34.73664984817698,34.01520513230292,9.668729024451496
Edinburgh South West,24.253222471514672,42.83357529365184,18.02384408956931,14.889358145264175
Edinburgh West,23.18126036127199,27.732684565203353,35.92051155079984,13.165543522724827
Edmonton,29.84867622656463,53.65678480322956,10.530747702900166,5.963791267305645
Ellesmere Port & Neston,34.858589740691336,44.64992200393371,15.06341419302331,5.428074062351638
Elmet & Rothwell,42.62130527523347,34.51755722454247,16.327591460682214,6.533546039541845
Eltham,37.53931941664283,41.50224001525117,12.627490229720713,8.330950338385284
Enfield North,42.30085708501113,38.494589791465145,12.154410276021865,7.0501428475018555
Enfield Southgate,49.44083694083694,32.24657287157287,13.807720057720058,4.504870129870129
Epping Forest,53.984200583891464,14.255967714236647,21.503091190108194,10.256740511763695
Epsom & Ewell,56.16959330361204,11.897006641797834,26.81102720407606,5.122372850514057
Erewash,39.471474749170895,34.221905041769865,17.511859283825196,8.794760925234037
Erith & Thamesmead,31.46482719653451,44.89123269611074,12.044448629814482,11.599491477540258
Esher & Walton,58.914984507636184,10.686980914141136,24.826283849439893,5.571750728782796
Exeter,32.96074415755928,38.168698681264,20.25188049074588,8.618676670430839
Falkirk,11.221616086023198,45.703763514977254,10.290091970774169,32.78452842822538
Fareham,55.27095408961266,14.203698592326802,23.820038642009383,6.705308676051154
Faversham & Kent Mid,56.195410172974825,16.58674430553177,19.613803733516015,7.604041787977393
Feltham & Heston,34.02835009065436,43.62535025548047,13.760919729685181,8.58537992417999
Fife North East,21.752695686900957,17.145067891373802,44.336561501597444,16.765674920127797
Filton & Bradley Stoke,40.75692014658082,26.442516718080373,25.252065174634065,7.548497960704747
Finchley & Golders Green,45.99105116949764,33.672625485081745,17.040948321564137,3.29537502385648
Folkestone & Hythe,49.44886363636364,10.831439393939393,30.278409090909093,9.441287878787879
Forest of Dean,46.86545126427825,24.176117137993973,21.893648873121013,7.064782724606772
Fylde,52.245365072098885,19.739070725566492,22.06683451590753,5.948729686427099
Gainsborough,49.27006558242472,15.636230736431747,27.83090698666017,7.26279669448336
Garston & Halewood,16.130764740221835,59.52831290134267,20.11908931698774,4.221833041447753
Gateshead,14.941056538672662,54.13911179653397,21.337271610424235,9.582560054369136
Gedling,37.273293214359825,41.13094002905167,15.252126997302346,6.343639759286159
Gillingham & Rainham,46.2189543880648,27.666395930406534,18.133629718291797,7.981019963236865
Glasgow Central,7.0568999345977765,52.0209287115762,16.383257030739045,24.538914323086985
Glasgow East,4.517472951125482,61.55018032583012,5.027359781121751,28.904986941922644
Glasgow North,7.054334245095059,44.510856718333166,31.34771890723669,17.08709012933509
Glasgow North East,5.335101499540957,68.346424563909,7.691523003162297,18.62695093338774
Glasgow North West,9.940419313135855,54.05261087066494,15.800123658029342,20.20684615816986
Glasgow South,11.453085249663292,51.71846161520427,11.819723649423853,25.008729485708585
Glasgow South West,6.557377049180328,62.49960668323842,9.030552846040086,21.912463421541172
Glenrothes,7.214636675637638,62.336732426359845,7.673884595442088,22.77474630256043
Gloucester,39.92396186273737,35.156804034355055,19.240012607359546,5.679221495548027
Gordon,18.67965146078934,20.1148129164531,36.03280369041517,25.17273193234239
Gosport,51.769317625002664,16.924092971729266,21.063507957135858,10.243081446132214
Gower,31.995872429267358,38.4344028221065,19.070816635069953,10.49890811355619
Grantham & Stamford,50.288831227864165,17.99844694028296,22.208753953673366,9.50396787817951
Gravesham,48.52969156290299,28.843836543136796,13.30359596642919,9.322875927531022
Great Grimsby,30.536505431814042,32.70316198337076,22.419129695939795,14.3412028888754
Great Yarmouth,43.131198179157856,33.2001765102074,14.371646886685092,9.296978423949648
Greenwich & Woolwich,24.54355637564339,49.19393998251918,18.204331358648147,8.058172283189279
Guildford,53.30141990749906,5.060557525149819,39.29670487879497,2.341317688556157
Hackney North & Stoke Newington,14.547685155291534,54.998816211446155,23.87378661673231,6.579712016529992
Hackney South & Shoreditch,13.533062672079893,55.73755191562836,22.399552008959823,8.329833403331934
Halesowen & Rowley Regis,41.19011346324382,36.590190772868866,14.81388844675868,7.405807317128629
Halifax,33.993800941338534,37.373435885661806,19.136723682700037,9.496039490299621
Haltemprice & Howden,50.24108993167409,15.655456839772658,26.435767486714408,7.6676857418388495
Halton,20.172722434563838,57.67816536842615,13.832309255406647,8.316802941603367
Hammersmith,36.37570597656579,43.85484278850206,15.946640815982466,3.822810418949676
Hampshire East,56.77845548258862,7.878480815324357,30.477229767913165,4.86583393417386
Hampshire North East,60.588601975859,9.771623944539943,25.459491112412397,4.180282967188651
Hampshire North West,58.305186519552656,13.097650679276441,23.43503715379419,5.162125647376717
Hampstead & Kilburn,32.73257354890008,32.812085873310366,31.219946234523494,3.2353943432660635
Harborough,48.947128947128945,12.705432705432706,31.11657111657112,7.230867230867231
Harlow,44.876703587219104,33.65239983590866,13.651488217329868,7.8194083595423685
Harrogate & Knaresborough,45.74283886024015,6.423382391688938,43.787405427786354,4.046373320284564
Harrow East,44.6506686664167,37.56197142023914,14.269049702120567,3.5183102112235973
Harrow West,36.79417122040073,43.609593199757136,16.172261254228466,3.4239743256136697
Hartlepool,28.13137388211914,42.53700120286596,17.083311542283354,12.248313372731552
Harwich & Essex North,46.94081632653061,19.946938775510205,23.579591836734696,9.53265306122449
Hastings & Rye,41.08885052394909,37.08796723812583,15.708435379612157,6.114746858312924
Havant,51.09673598615129,17.714051431565043,23.39931211990069,7.78990046238298
Hayes & Harlington,29.44156483805146,54.82796632033211,8.738888758589958,6.991580083026479
Hazel Grove,33.61997093923442,12.46754484171411,48.795883852218864,5.116600366832615
Hemel Hempstead,49.97068989913282,20.810171615694042,22.87198560772978,6.34715287744335
Hemsworth,24.320255474452555,46.77463503649635,12.926551094890511,15.978558394160583
Hendon,42.34053564497348,42.11195928753181,12.364687109155993,3.182817958338724
Henley,56.154708520179376,10.902466367713004,25.16068759342302,7.782137518684603
Hereford & Herefordshire South,46.22889150699655,7.246646410781092,41.10084537318369,5.423616709038672
Herefordshire North,51.78060881264715,7.090901446350488,30.99562731247898,10.132862428523378
Hertford & Stortford,53.831012875381475,13.760225364320927,25.954818787583296,6.453942972714303
Hertfordshire North East,53.53495290034706,16.442240951908776,23.40307387208726,6.619732275656916
Hertfordshire South West,54.225550660792955,11.49955947136564,27.934801762114535,6.340088105726872
Hertsmere,56.01015443198646,18.766659614977787,17.368309710175588,7.854876242860165
Hexham,43.22378860704183,18.979831198399374,29.91283950049445,7.883540694064347
Heywood & Middleton,27.1609756097561,40.106233062330624,22.707859078590786,10.024932249322493
High Peak,40.8983451536643,31.606969028746253,21.83880644456364,5.6558793730258055
Hitchin & Harpenden,54.59813186612317,13.550368325808398,26.683970972636047,5.167528835432394
Holborn & St Pancras,20.373657340481984,46.10880345477502,27.916338816812754,5.601200387930246
Hornchurch & Upminster,51.44970968346132,20.786664169320098,13.908971717550104,13.854654429668479
Hornsey & Wood Green,16.667272264815956,34.01039206424185,46.500853893390506,2.821481777551688
Horsham,52.73365448326498,7.501656488959725,32.2110993714296,7.553589656345696
Houghton & Sunderland South,21.427632098051077,50.33271087030852,13.918623918360906,14.321033113279501
Hove,36.720929765752025,32.971356309841624,22.561673257191032,7.746040667215319
Huddersfield,27.768729641693813,38.804165432829926,24.733491264435887,8.693613661040372
Hull East,16.577931195881114,47.93763164053358,22.788439035806224,12.69599812777908
Hull North,13.111651797783185,39.18176083626205,37.256315520711304,10.45027184524346
Hull West & Hessle,20.190445960958577,42.463101095064275,24.23742263132836,13.109030312648787
Huntingdon,48.863008145063205,11.02347694689124,28.926031032322264,11.18748387572329
Hyndburn,33.84186351706037,41.083145856767906,11.794619422572177,13.28037120359955
Ilford North,45.73992938874474,34.24645880301161,12.688757497128758,7.324854311114892
Ilford South,27.37590592096267,49.42470356117286,16.954152097048308,6.245238420816159
Inverclyde,12.001492855619535,55.96342503732139,13.347728726807423,18.687353380251654
"Inverness, Nairn, Badenoch & Strathspey",13.33305016353056,22.10211103087967,40.716985940619296,23.847852864970477
Ipswich,39.13636266803008,34.70739864936835,18.227136192241325,7.929102490360239
Isle of Wight,46.695320505522034,11.626152795172493,31.713252874871912,9.965273824433565
Islington North,14.227678771827446,54.48669030838982,26.653050231180142,4.632580688602594
Islington South & Finsbury,19.398461715072894,42.26150843760762,34.06727126621513,4.272758581104351
Islwyn,13.994925614116019,49.21289355322339,10.370776150386344,26.421404682274247
Jarrow,20.632219471947195,53.913985148514854,18.468956270627064,6.984839108910891
Keighley,41.942044787385726,35.77748888702508,14.801224524029188,7.47924180156001
Kenilworth & Southam,53.571059858355184,14.3482480229605,27.65377547438624,4.426916644298073
Kensington,50.05689900426743,25.5448079658606,19.55049786628734,4.847795163584637
Kettering,49.11891480730223,29.904073698444893,15.842630155510479,5.1343813387423936
Kilmarnock & Loudoun,14.160204498098942,52.54226365647756,7.344317229824071,25.953214615599425
Kingston & Surbiton,36.539370699164785,9.344959815096916,49.776750538425176,4.338918947313127
Kingswood,40.41664927149,35.312904437857476,16.849663925186825,7.420782365465704
Kirkcaldy & Cowdenbeath,9.296537269114886,64.53648312300773,9.320553687611895,16.84642592026549
Knowsley,8.965918760356487,70.87196023108962,13.354830041649873,6.807290966904025
Lanark & Hamilton East,14.995489109421317,49.95918718047858,11.275078403574344,23.770245306525755
Lancashire West,36.18509273203639,45.14471974088668,13.560126255853774,5.110061271223155
Lancaster & Fleetwood,36.07409662537177,35.29425540385471,19.12601578417367,9.505632186599845
Leeds Central,20.166336845483233,49.296678611541964,20.82954484676686,9.707439696207947
Leeds East,23.1745695924682,50.39536667283738,17.501917330018777,8.92814640467564
Leeds North East,33.11665088881877,42.67802671715578,19.58556852845272,4.6197538655727355
Leeds North West,26.56210473058437,21.00131085711657,47.49672285720856,4.939861555090495
Leeds West,19.717691990090835,42.29201073492981,24.1871387283237,13.803158546655656
Leicester East,24.423377435149497,53.763933743098235,14.20356287113241,7.609125950619856
Leicester South,21.360665478312537,45.579747050335286,26.888634241575417,6.170953229776759
